Reporter,Year,Sector,Subsector,Primary NAICS Code,NAICS Definition,Parent Company,City,County,Jurisdiction,Total Emissions (MTCO2e),Biogenic Carbon Dioxide (MTCO2e),Carbon Dioxide (MTCO2e),Methane (MTCO2e),Nitrous Oxide (MTCO2e),HFCs (MTCO2e),PFCs (MTCO2e),Sulfur Hexafluoride (MTCO2e),Fluorinated - Other (MTCO2e),Notes,Point Size,Location,Location duplicate,Latitude,Longitude,New Georeferenced Column,Counties,Congressional Districts,WAOFM - GIS - Legislative District Boundary
Hampton Lumber Mills Washington Inc. - Darrington,2021,Wood Products,Lumber Mills,321113,Sawmills,Hampton Lumber Mills Washington Inc.,Darrington,Snohomish,Puget Sound Clean Air Agency,82489,81402,0,156,931,0,0,0,0,,2,"(48.262797, -121.597608)","(48.262797, -121.597608)",48.262797,-121.597608,POINT (-121.597608 48.262797),3213,1,41
Northwest Pipeline C/S - Chehalis,2021,Natural Gas Systems,Natural Gas Transmission/Compression,486210,Pipeline Transportation of Natural Gas,"The Williams Companies, Inc.",Chehalis,Lewis,Southwest Clean Air Agency,12660,0,10845,1809,6,0,0,0,0,,1,"(46.533325, -122.87373)","(46.533325, -122.87373)",46.533325,-122.87373,POINT (-122.87373 46.533325),3196,3,27
Northwest Pipeline Roosevelt C/S - Bickleton,2019,Natural Gas Systems,Natural Gas Transmission/Compression,486210,Pipeline Transportation of Natural Gas,"The Williams Companies, Inc.",Bickleton,Klickitat,Ecology: Central Regional Office,35402,0,31155,4229,18,0,0,0,0,,2,"(45.849504, -120.08083)","(45.849504, -120.08083)",45.849504,-120.08083,POINT (-120.08083 45.849504),3195,3,20
Boulder Park Generating Station - Spokane Valley,2014,Power Plants,"Other Power, Heating, or Cooling Plants",221112,Fossil Fuel Electric Power Generation,Avista Corp.,Spokane Valley,Spokane,Spokane Regional Clean Air Agency,7552,0,7544,4,4,0,0,0,0,,1,"(47.696999, -117.147223)","(47.696999, -117.147223)",47.696999,-117.147223,POINT (-117.147223 47.696999),3214,5,5
Frederickson Power LP - Tacoma,2014,Power Plants,Natural Gas Turbine Plants,221112,Fossil Fuel Electric Power Generation,Puget Holdings LLC,Tacoma,Pierce,Puget Sound Clean Air Agency,271639,0,271363,126,150,0,0,0,0,,3,"(47.086342, -122.365686)","(47.086342, -122.365686)",47.086342,-122.365686,POINT (-122.365686 47.086342),3210,10,35
NW Natural LDC - WA - statewide,2014,Natural Gas Systems,Natural Gas Local Distribution Companies,221210,Natural Gas Distribution,NW Natural,Portland,Clark,Southwest Clean Air Agency,7769,0,9,7760,0,0,0,0,0,,1,,,,,,,,
Kettle Falls Generating Station - Kettle Falls,2019,Power Plants,"Other Power, Heating, or Cooling Plants",221119,Other Electric Power Generation,Avista Corp.,Kettle Falls,Stevens,Ecology: Eastern Regional Office,448360,424690,11848,6959,4864,0,0,0,0,,3,"(48.620335, -118.110841)","(48.620335, -118.110841)",48.620335,-118.110841,POINT (-118.110841 48.620335),2741,5,10
bp Cherry Point Refinery - Blaine,2019,Petroleum Systems,Petroleum Refineries,324110,Petroleum Refineries,,Blaine,Whatcom,Northwest Clean Air Agency,2190530,0,2178423,7526,4582,0,0,0,0,,5,"(48.8864, -122.7353)","(48.8864, -122.7353)",48.8864,-122.7353,POINT (-122.7353 48.8864),2744,1,44
"Emerald Kalama Chemical, LLC - Kalama",2013,Chemicals,Other Chemicals,325199,All Other Basic Organic Chemical Manufacturing,Emerald Performance Materials LLC,Kalama,Cowlitz,Southwest Clean Air Agency,65708,0,65641,31,37,0,0,0,0,,2,"(46.02191, -122.85698)","(46.02191, -122.85698)",46.02191,-122.85698,POINT (-122.85698 46.02191),2978,3,27
Lamb Weston - Quincy,2016,Food Production,Potato Products,311411,"Frozen Fruit, Juice, and Vegetable Manufacturing","Lamb Weston, Inc.",Quincy,Grant,Ecology: Eastern Regional Office,40468,0,40427,19,23,0,0,0,0,,2,"(47.234413, -119.869914)","(47.234413, -119.869914)",47.234413,-119.869914,POINT (-119.869914 47.234413),2982,4,19
Alcoa Intalco Works - Ferndale,2014,Metals,Aluminum Production,331312,Primary Aluminum Production,Alcoa Corp.,Ferndale,Whatcom,Ecology: Industrial Section,1326684,0,431403,10905,32,0,884344,0,0,PFC emissions based on old source test information.,4,"(48.8455, -122.7055)","(48.8455, -122.7055)",48.8455,-122.7055,POINT (-122.7055 48.8455),2744,1,44
Terrace Heights Landfill - Yakima,2021,Waste,Landfills,562212,Solid Waste Landfill,Yakima County Public Services - Solid Waste Division,Yakima,Yakima,Yakima Regional Clean Air Agency,125721,0,22,125699,0,0,0,0,0,,3,"(46.610031, -120.39408)","(46.610031, -120.39408)",46.610031,-120.39408,POINT (-120.39408 46.610031),2746,4,22
Alon Asphalt Company - Seattle,2019,Petroleum Systems,Other Petroleum Systems,324121,Asphalt Paving Mixture and Block Manufacturing,Alon USA LP,Seattle,King,Puget Sound Clean Air Agency,13673,0,13645,21,7,0,0,0,0,,1,"(47.781642, -122.395299)","(47.781642, -122.395299)",47.781642,-122.395299,POINT (-122.395299 47.781642),3213,7,21
Naval Base Kitsap Bangor - Silverdale,2017,Government,National Security,928110,National Security,US Government,Silverdale,Kitsap,Puget Sound Clean Air Agency,21860,0,21834,11,15,0,0,0,0,,1,"(47.699284, -122.696926)","(47.699284, -122.696926)",47.699284,-122.696926,POINT (-122.696926 47.699284),848,6,29
Puget Sound Energy - Mint Farm Generating Station - Longview,2016,Power Plants,Natural Gas Turbine Plants,221112,Fossil Fuel Electric Power Generation,Puget Holdings LLC,Longview,Cowlitz,Southwest Clean Air Agency,433451,0,433011,201,239,0,0,0,0,,3,"(46.140095, -122.985138)","(46.140095, -122.985138)",46.140095,-122.985138,POINT (-122.985138 46.140095),2978,3,26
Marathon Anacortes Refinery - Anacortes,2016,Petroleum Systems,Petroleum Refineries,324110,Petroleum Refineries,Marathon Petroleum Corp,Anacortes,Skagit,Northwest Clean Air Agency,1359988,0,1354202,2292,3494,0,0,0,0,,4,"(48.493816, -122.564845)","(48.493816, -122.564845)",48.493816,-122.564845,POINT (-122.564845 48.493816),3212,2,43
City of Ellensburg LDC - supplier,2020,Supplier,Natural Gas Supplier,221210,Natural Gas Distribution,City of Ellensburg,Ellensburg,Kittitas,Ecology: Central Regional Office,26492,0,26464,12,15,0,0,0,0,,2,,,,,,,,
Terrace Heights Landfill - Yakima,2020,Waste,Landfills,562212,Solid Waste Landfill,Yakima County Public Services - Solid Waste Division,Yakima,Yakima,Yakima Regional Clean Air Agency,122903,0,19,122884,0,0,0,0,0,,3,"(46.610031, -120.39408)","(46.610031, -120.39408)",46.610031,-120.39408,POINT (-120.39408 46.610031),2746,4,22
Lamb Weston - Richland,2017,Food Production,Potato Products,311411,"Frozen Fruit, Juice, and Vegetable Manufacturing","Lamb Weston, Inc.",Richland,Benton,Benton Clean Air Agency,50397,1794,44211,4360,31,0,0,0,0,,2,"(46.309314, -119.297267)","(46.309314, -119.297267)",46.309314,-119.297267,POINT (-119.297267 46.309314),2955,4,12
Northwest Hardwoods Inc. - Centralia,2019,Wood Products,Lumber Mills,321113,Sawmills,Littlejohn & Co. LLC,Centralia,Lewis,Southwest Clean Air Agency,9349,6127,3137,13,72,0,0,0,0,,1,"(46.734454, -122.991963)","(46.734454, -122.991963)",46.734454,-122.991963,POINT (-122.991963 46.734454),3196,3,27
Naval Air Station Whidbey Island - Oak Harbor,2020,Government,National Security,928110,National Security,US Government,Oak Harbor,Island,Northwest Clean Air Agency,14078,0,14063,7,9,0,0,0,0,,1,"(48.345281, -122.669741)","(48.345281, -122.669741)",48.345281,-122.669741,POINT (-122.669741 48.345281),3007,2,16
Hampton Lumber Mills Washington Inc. - Randle,2016,Wood Products,Lumber Mills,321113,Sawmills,Hampton Lumber Mills Washington Inc.,Randle,Lewis,Southwest Clean Air Agency,63442,62606,0,120,716,0,0,0,0,,2,"(46.533743, -121.917906)","(46.533743, -121.917906)",46.533743,-121.917906,POINT (-121.917906 46.533743),3196,3,27
Lamb Weston - Connell,2015,Food Production,Potato Products,311411,"Frozen Fruit, Juice, and Vegetable Manufacturing","Lamb Weston, Inc.",Connell,Franklin,Ecology: Eastern Regional Office,36801,0,36763,17,21,0,0,0,0,,2,"(46.651389, -118.871944)","(46.651389, -118.871944)",46.651389,-118.871944,POINT (-118.871944 46.651389),2981,4,13
Hampton Lumber Mills Washington Inc. - Randle,2018,Wood Products,Lumber Mills,321113,Sawmills,Hampton Lumber Mills Washington Inc.,Randle,Lewis,Southwest Clean Air Agency,61571,60760,0,117,695,0,0,0,0,,2,"(46.533743, -121.917906)","(46.533743, -121.917906)",46.533743,-121.917906,POINT (-121.917906 46.533743),3196,3,27
City of Enumclaw Gas Utility - supplier,2018,Supplier,Natural Gas Supplier,221210,Natural Gas Distribution,City of Enumclaw,Enumclaw,Pierce,Puget Sound Clean Air Agency,22964,0,22940,11,13,0,0,0,0,Currently Undergoing Verification.,1,,,,,,,,
"Vaagen Bros. Lumber, Inc. - Colville",2019,Wood Products,Lumber Mills,321113,Sawmills,Vaagen Bros. Lumber Inc.,Colville,Stevens,Ecology: Eastern Regional Office,50941,50269,0,97,575,0,0,0,0,,2,"(48.548525, -117.915469)","(48.548525, -117.915469)",48.548525,-117.915469,POINT (-117.915469 48.548525),2741,5,10
Northwest Pipeline C/S - Washougal,2015,Natural Gas Systems,Natural Gas Transmission/Compression,486210,Pipeline Transportation of Natural Gas,"The Williams Companies, Inc.",Washougal,Clark,Southwest Clean Air Agency,15534,0,12862,2666,7,0,0,0,0,,1,"(45.63236, -122.36516)","(45.63236, -122.36516)",45.63236,-122.36516,POINT (-122.36516 45.63236),2977,3,20
The Boeing Company - Fabrication (Frederickson Site) - Puyallup,2015,Manufacturing,Transportation Industry,336411,Aircraft Manufacturing,The Boeing Company,Puyallup,Pierce,Puget Sound Clean Air Agency,20833,0,20812,10,12,0,0,0,0,,1,"(47.088831, -122.34862)","(47.088831, -122.34862)",47.088831,-122.34862,POINT (-122.34862 47.088831),3210,10,2
Ardagh Glass Inc. - Seattle,2014,Minerals,Glass Production,327213,Glass Container Manufacturing,Ardagh Holdings USA Inc.,Seattle,King,Puget Sound Clean Air Agency,78044,0,77984,28,33,0,0,0,0,,2,"(47.55242, -122.33739)","(47.55242, -122.33739)",47.55242,-122.33739,POINT (-122.33739 47.55242),3009,7,17
Basic American Foods - Moses Lake,2016,Food Production,Potato Products,311423,Dried and Dehydrated Food Manufacturing,Basic American Inc.,Moses Lake,Grant,Ecology: Eastern Regional Office,28977,0,28947,14,16,0,0,0,0,,2,"(47.075183, -119.220408)","(47.075183, -119.220408)",47.075183,-119.220408,POINT (-119.220408 47.075183),2982,4,19
US Army Joint Base Lewis-McChord - Pierce Co.,2014,Government,National Security,928110,National Security,US Government,Joint Base Lewis-McChord,Pierce,Puget Sound Clean Air Agency,83587,0,60454,23093,40,0,0,0,0,,2,"(47.1142, -122.5365)","(47.1142, -122.5365)",47.1142,-122.5365,POINT (-122.5365 47.1142),3210,10,34
Puget Sound Energy - Mint Farm Generating Station - Longview,2015,Power Plants,Natural Gas Turbine Plants,221112,Fossil Fuel Electric Power Generation,Puget Holdings LLC,Longview,Cowlitz,Southwest Clean Air Agency,685789,0,685093,318,379,0,0,0,0,,3,"(46.140095, -122.985138)","(46.140095, -122.985138)",46.140095,-122.985138,POINT (-122.985138 46.140095),2978,3,26
City of Ellensburg LDC - supplier,2015,Supplier,Natural Gas Supplier,221210,Natural Gas Distribution,City of Ellensburg,Ellensburg,Kittitas,Ecology: Central Regional Office,24360,0,24335,11,14,0,0,0,0,,1,,,,,,,,
Cascade Natural Gas Corporation - supplier,2015,Supplier,Natural Gas Supplier,221210,Natural Gas Distribution,,Kennewick,Benton,Benton Clean Air Agency,1560339,0,1558729,734,875,0,0,0,0,Currently Undergoing Verification.,4,"(46.21875, -119.22987)","(46.21875, -119.22987)",46.21875,-119.22987,POINT (-119.22987 46.21875),2955,4,12
"SEH America, Inc - Vancouver",2016,Manufacturing,Electronics Industry,334413,Semiconductor and Related Device Manufacturing,SEH America Inc.,Vancouver,Clark,Southwest Clean Air Agency,8598,0,8589,4,5,0,0,0,0,,1,"(45.649912, -122.553612)","(45.649912, -122.553612)",45.649912,-122.553612,POINT (-122.553612 45.649912),2977,3,24
Roosevelt Regional Landfill - Roosevelt,2016,Waste,Landfills,562212,Solid Waste Landfill,"Republic Services, Inc.",Roosevelt,Klickitat,Ecology: Central Regional Office,196768,0,287,196480,1,0,0,0,0,,3,"(45.807146, -120.179785)","(45.807146, -120.179785)",45.807146,-120.179785,POINT (-120.179785 45.807146),3195,3,20
H.W. Hill Landfill Gas Power Plant - Roosevelt,2014,Power Plants,"Other Power, Heating, or Cooling Plants",221119,Other Electric Power Generation,Klickitat County,Roosevelt,Klickitat,Ecology: Central Regional Office,86626,86183,0,133,311,0,0,0,0,,2,"(45.807765, -120.166354)","(45.807765, -120.166354)",45.807765,-120.166354,POINT (-120.166354 45.807765),3195,3,20
Grays Harbor Energy Center - Elma,2021,Power Plants,Natural Gas Turbine Plants,221112,Fossil Fuel Electric Power Generation,,Elma,Grays Harbor,EFSEC,1367817,0,1366428,634,755,0,0,0,0,,4,"(46.9688, -123.48)","(46.9688, -123.48)",46.9688,-123.48,POINT (-123.48 46.9688),2983,6,26
U.S. Department of Energy Hanford Site - Richland,2012,Government,Other Government,924110,Administration of Air and Water Resource and Solid Waste Management Programs,US Government,Richland,Benton,Ecology: NWP,14865,0,4334,10523,7,0,0,0,0,,1,"(46.55069, -119.489007)","(46.55069, -119.489007)",46.55069,-119.489007,POINT (-119.489007 46.55069),2955,4,12
CertainTeed Gypsum - Seattle,2020,Manufacturing,Building Products,327420,Gypsum Product Manufacturing,Saint-Gobain Corporation,Seattle,King,Puget Sound Clean Air Agency,49936,0,49885,24,28,0,0,0,0,,2,"(47.548056, -122.336944)","(47.548056, -122.336944)",47.548056,-122.336944,POINT (-122.336944 47.548056),3009,7,17
Alcoa Intalco Works - Ferndale,2019,Metals,Aluminum Production,331312,Primary Aluminum Production,Alcoa Corp.,Ferndale,Whatcom,Ecology: Industrial Section,1060051,0,367255,8932,31,0,683832,0,0,PFC emissions based on updated source test information.,4,"(48.8455, -122.7055)","(48.8455, -122.7055)",48.8455,-122.7055,POINT (-122.7055 48.8455),2744,1,44
Fairchild AFB - Spokane Co.,2014,Government,National Security,928110,National Security,US Government,Fairchild AFB,Spokane,Spokane Regional Clean Air Agency,12683,0,12670,6,7,0,0,0,0,,1,"(47.641332, -117.644832)","(47.641332, -117.644832)",47.641332,-117.644832,POINT (-117.644832 47.641332),3214,5,9
"Interfor US, Inc. - Port Angeles",2013,Wood Products,Lumber Mills,321113,Sawmills,Interfor US Inc.,Port Angeles,Clallam,Olympic Region Clean Air Agency,41397,40851,0,79,467,0,0,0,0,,2,"(48.103425, -123.518642)","(48.103425, -123.518642)",48.103425,-123.518642,POINT (-123.518642 48.103425),2976,6,30
The Boeing Company: Boeing Plant 2 - Seattle,2020,Manufacturing,Transportation Industry,336411,Aircraft Manufacturing,The Boeing Company,Seattle,King,Puget Sound Clean Air Agency,18834,0,18814,9,10,0,0,0,0,,1,"(47.532524, -122.311623)","(47.532524, -122.311623)",47.532524,-122.311623,POINT (-122.311623 47.532524),3009,9,17
Ascensus Specialties LLC - Elma,2016,Chemicals,Other Chemicals,325180,Other Basic Inorganic Chemical Manufacturing,Ascensus Specialties LLC,Elma,Grays Harbor,Olympic Region Clean Air Agency,20802,0,20780,10,12,0,0,0,0,,1,"(46.995459, -123.382316)","(46.995459, -123.382316)",46.995459,-123.382316,POINT (-123.382316 46.995459),2983,6,30
"El Oro Cattle Feeders, LLC - Moses Lake",2020,Livestock,Cattle Feedlots,112112,Cattle Feedlots,Agri Beef Co.,Moses Lake,Grant,Ecology: Eastern Regional Office,25506,0,0,1978,23528,0,0,0,0,,2,"(47.052176, -119.093815)","(47.052176, -119.093815)",47.052176,-119.093815,POINT (-119.093815 47.052176),2982,4,19
Puget Sound Energy - Sumas Generating Station - Sumas,2020,Power Plants,Natural Gas Turbine Plants,221112,Fossil Fuel Electric Power Generation,Puget Holdings LLC,Sumas,Whatcom,Northwest Clean Air Agency,226355,0,226126,105,125,0,0,0,0,,3,"(48.9905, -122.2733)","(48.9905, -122.2733)",48.9905,-122.2733,POINT (-122.2733 48.9905),2744,1,44
U.S. Oil & Refining Co. - Tacoma,2017,Petroleum Systems,Petroleum Refineries,324110,Petroleum Refineries,Par Pacific Holdings Inc.,Tacoma,Pierce,Puget Sound Clean Air Agency,142341,0,140833,1038,471,0,0,0,0,,3,"(47.256813, -122.394952)","(47.256813, -122.394952)",47.256813,-122.394952,POINT (-122.394952 47.256813),3210,9,11
Air Liquide Hydrogen Plant  - Anacortes,2014,Petroleum Systems,Other Petroleum Systems,325120,Industrial Gas Manufacturing,Air Liquide USA Inc.,Anacortes,Skagit,Northwest Clean Air Agency,64110,0,64110,0,0,0,0,0,0,,2,"(48.465617, -122.556032)","(48.465617, -122.556032)",48.465617,-122.556032,POINT (-122.556032 48.465617),3212,2,43
Gas Transmission Northwest Compressor Station 6 - Rosalia,2016,Natural Gas Systems,Natural Gas Transmission/Compression,486210,Pipeline Transportation of Natural Gas,TransCanada Northern Border Inc.,Rosalia,Spokane,Spokane Regional Clean Air Agency,112620,0,86647,25925,49,0,0,0,0,,3,"(47.277256, -117.406737)","(47.277256, -117.406737)",47.277256,-117.406737,POINT (-117.406737 47.277256),3214,5,13
Northwest Pipeline C/S - Sumas,2013,Natural Gas Systems,Natural Gas Transmission/Compression,486210,Pipeline Transportation of Natural Gas,"The Williams Companies, Inc.",Sumas,Whatcom,Northwest Clean Air Agency,76727,0,71662,5025,40,0,0,0,0,,2,"(49.001, -122.2214)","(49.001, -122.2214)",49.001,-122.2214,POINT (-122.2214 49.001),2744,1,44
DH Feeders - Eltopia,2021,Livestock,Cattle Feedlots,112112,Cattle Feedlots,Easterday Ranches,Eltopia,Franklin,Ecology: Eastern Regional Office,6650,0,276,494,5880,0,0,0,0,Voluntary reporter.  Manure management reporting repealed by Legislature.,1,"(46.50919, -118.881203)","(46.50919, -118.881203)",46.50919,-118.881203,POINT (-118.881203 46.50919),2981,4,13
"Analog Devices, Inc. - Camas",2019,Manufacturing,Electronics Industry,334413,Semiconductor and Related Device Manufacturing,Linear Technology Corporation,Camas,Clark,Southwest Clean Air Agency,15185,0,2178,1,1604,2330,5187,3641,244,,1,"(45.598844, -122.45232)","(45.598844, -122.45232)",45.598844,-122.45232,POINT (-122.45232 45.598844),2977,3,25
Hampton Lumber Mills Washington Inc. - Morton,2021,Wood Products,Lumber Mills,321113,Sawmills,Hampton Lumber Mills Washington Inc.,Morton,Lewis,Southwest Clean Air Agency,33062,32626,0,63,373,0,0,0,0,,2,"(46.565997, -122.269573)","(46.565997, -122.269573)",46.565997,-122.269573,POINT (-122.269573 46.565997),3196,3,27
Cosmo Specialty Fibers Inc - Cosmopolis,2018,Pulp and Paper,Sulfite Mills,322110,Pulp Mills,Gores Group,Cosmopolis,Grays Harbor,Ecology: Industrial Section,602496,576365,19693,4113,2325,0,0,0,0,,3,"(46.952907, -123.76211)","(46.952907, -123.76211)",46.952907,-123.76211,POINT (-123.76211 46.952907),2983,6,26
Sierra Pacific Industries - Aberdeen,2014,Wood Products,Lumber Mills,321113,Sawmills,Sierra Pacific Industries,Aberdeen,Grays Harbor,Olympic Region Clean Air Agency,253642,250021,281,480,2860,0,0,0,0,,3,"(46.971875, -123.775526)","(46.971875, -123.775526)",46.971875,-123.775526,POINT (-123.775526 46.971875),2983,6,26
Steelscape - Kalama,2013,Metals,Other Metals,331221,Rolled Steel Shape Manufacturing,,Kalama,Cowlitz,Southwest Clean Air Agency,23551,0,23527,11,13,0,0,0,0,,1,"(46.04326, -122.871703)","(46.04326, -122.871703)",46.04326,-122.871703,POINT (-122.871703 46.04326),2978,3,27
Simplot Feeders LTD. - Burbank,2015,Livestock,Cattle Feedlots,112112,Cattle Feedlots,J.R. Simplot Company,Burbank,Walla Walla,Ecology: Eastern Regional Office,29065,0,0,2077,26988,0,0,0,0,,2,"(46.133131, -118.90629)","(46.133131, -118.90629)",46.133131,-118.90629,POINT (-118.90629 46.133131),2743,4,23
"Horse Heaven Cattle Feeders, Inc. - Sunnyside",2016,Livestock,Cattle Feedlots,112112,Cattle Feedlots,"Horse Heaven Cattle Feeders, Inc.",Sunnyside,Yakima,Yakima Regional Clean Air Agency,10949,0,0,845,10104,0,0,0,0,,1,"(46.284622, -120.019668)","(46.284622, -120.019668)",46.284622,-120.019668,POINT (-120.019668 46.284622),2746,4,22
